question,database,output,type,cypher,explanation,syntax_error,timeout,returns_results,no_cypher
"Find the actors who have acted in movies directed by ""봉준호"" and have a synopsis containing the phrase ""교수직 추천"" and feature the actor ""최민식"" and have a synopsis ending with ""버"".",neo4j,"<explanation>
This query will first find all movies directed by ""봉준호"". Then, it will find actors who acted in those movies and have a synopsis containing ""교수직 추천"" and ""최민식"" and ending with ""버"".
</explanation>
```cypher
MATCH (m:Movie)<-[:DIRECTED_BY]-(d:Director {name: ""봉준호""})
WITH m
MATCH (m)<-[:ACTED_BY]-(a:Actor)
MATCH (m)-[:HAS_SYNOPSIS]->(s:Synopsis)
WHERE s.text CONTAINS ""교수직 추천"" AND s.text CONTAINS ""최민식"" AND s.text ENDS WITH ""버""
RETURN a.name
```",Multi-step Queries,"MATCH (m:Movie)<-[:DIRECTED_BY]-(d:Director {name: ""봉준호""})
WITH m
MATCH (m)<-[:ACTED_BY]-(a:Actor)
MATCH (m)-[:HAS_SYNOPSIS]->(s:Synopsis)
WHERE s.text CONTAINS ""교수직 추천"" AND s.text CONTAINS ""최민식"" AND s.text ENDS WITH ""버""
RETURN a.name","This query will first find all movies directed by ""봉준호"". Then, it will find actors who acted in those movies and have a synopsis containing ""교수직 추천"" and ""최민식"" and ending with ""버"".",False,False,False,False
"List all movies that have synopses containing the word ""시간강사"" and feature the actor ""최민식"" and have a synopsis starting with ""대학"" and ending with ""버"".",neo4j,"<explanation>
This Cypher query will first find all movies that have a synopsis starting with ""대학"" and ending with ""버"". 
Then, it will filter these movies to only include those that have a synopsis containing the word ""시간강사"".
Finally, it will filter the results further to only include movies that have an actor named ""최민식"".
</explanation>
```cypher
MATCH (m:Movie)-[:HAS_SYNOPSIS]->(s:Synopsis)
WHERE s.text STARTS WITH '대학' AND s.text ENDS WITH '버' AND s.text CONTAINS '시간강사'
WITH m
MATCH (m)-[:ACTED_BY]->(a:Actor)
WHERE a.name = '최민식'
RETURN m.title
```",Multi-step Queries,"MATCH (m:Movie)-[:HAS_SYNOPSIS]->(s:Synopsis)
WHERE s.text STARTS WITH '대학' AND s.text ENDS WITH '버' AND s.text CONTAINS '시간강사'
WITH m
MATCH (m)-[:ACTED_BY]->(a:Actor)
WHERE a.name = '최민식'
RETURN m.title","This Cypher query will first find all movies that have a synopsis starting with ""대학"" and ending with ""버"". 
Then, it will filter these movies to only include those that have a synopsis containing the word ""시간강사"".
Finally, it will filter the results further to only include movies that have an actor named ""최민식"".",False,False,False,False
"What are the titles of movies directed by ""송해성"" and have a synopsis containing the phrase ""돈 잘 버"" and feature the actor ""최민식"" and have a synopsis starting with ""대학"" and ending with ""버""?",neo4j,"<explanation>
This query first matches all movies directed by ""송해성"". Then it filters these movies by checking if they have a synopsis that contains the phrase ""돈 잘 버"" and starts with ""대학"" and ends with ""버"". Finally, it filters these movies by checking if they have an actor named ""최민식"". The query returns the titles of these movies.
</explanation>
```cypher
MATCH (m:Movie)<-[:DIRECTED_BY]-(d:Director {name: ""송해성""})
WITH m
MATCH (m)-[:HAS_SYNOPSIS]->(s:Synopsis)
WHERE s.text CONTAINS ""돈 잘 버"" AND s.text STARTS WITH ""대학"" AND s.text ENDS WITH ""버""
WITH m
MATCH (m)<-[:ACTED_BY]-(a:Actor {name: ""최민식""})
RETURN m.title
```",Multi-step Queries,"MATCH (m:Movie)<-[:DIRECTED_BY]-(d:Director {name: ""송해성""})
WITH m
MATCH (m)-[:HAS_SYNOPSIS]->(s:Synopsis)
WHERE s.text CONTAINS ""돈 잘 버"" AND s.text STARTS WITH ""대학"" AND s.text ENDS WITH ""버""
WITH m
MATCH (m)<-[:ACTED_BY]-(a:Actor {name: ""최민식""})
RETURN m.title","This query first matches all movies directed by ""송해성"". Then it filters these movies by checking if they have a synopsis that contains the phrase ""돈 잘 버"" and starts with ""대학"" and ends with ""버"". Finally, it filters these movies by checking if they have an actor named ""최민식"". The query returns the titles of these movies.",False,False,False,False
"Find the actors who have acted in movies directed by ""봉준호"" and have a synopsis containing the phrase ""돈 잘 버"" and feature the actor ""최민식"" and have a synopsis starting with ""대학"" and ending with ""버"".",neo4j,"<explanation>
This query finds actors who have acted in movies directed by ""봉준호"" and meet the following criteria:

1. **Synopsis contains ""돈 잘 버"":** The query first finds movies directed by ""봉준호"" and then filters for synopses containing the phrase ""돈 잘 버"".
2. **Synopsis starts with ""대학"" and ends with ""버"":** The query filters synopses further to include only those that start with ""대학"" and end with ""버"".
3. **Actor ""최민식"" is present in the movie:** The query ensures that the movie also features the actor ""최민식"".
4. **Actors who have acted in these movies:** Finally, the query retrieves the actors who have acted in these movies.
</explanation>

```cypher
MATCH (m:Movie)<-[:ACTED_BY]-(a:Actor)
WHERE m.title IN (
  MATCH (d:Director {name: ""봉준호""})<-[:DIRECTED_BY]-(m:Movie)
  WITH m
  MATCH (m)-[:HAS_SYNOPSIS]->(s:Synopsis)
  WHERE s.text CONTAINS ""돈 잘 버"" AND s.text STARTS WITH ""대학"" AND s.text ENDS WITH ""버""
  AND m.title IN (
    MATCH (m:Movie)-[:ACTED_BY]->(a:Actor {name: ""최민식""})
    RETURN m.title
  )
  RETURN m.title
)
RETURN a.name
```",Multi-step Queries,"MATCH (m:Movie)<-[:ACTED_BY]-(a:Actor)
WHERE m.title IN (
  MATCH (d:Director {name: ""봉준호""})<-[:DIRECTED_BY]-(m:Movie)
  WITH m
  MATCH (m)-[:HAS_SYNOPSIS]->(s:Synopsis)
  WHERE s.text CONTAINS ""돈 잘 버"" AND s.text STARTS WITH ""대학"" AND s.text ENDS WITH ""버""
  AND m.title IN (
    MATCH (m:Movie)-[:ACTED_BY]->(a:Actor {name: ""최민식""})
    RETURN m.title
  )
  RETURN m.title
)
RETURN a.name","This query finds actors who have acted in movies directed by ""봉준호"" and meet the following criteria:

1. **Synopsis contains ""돈 잘 버"":** The query first finds movies directed by ""봉준호"" and then filters for synopses containing the phrase ""돈 잘 버"".
2. **Synopsis starts with ""대학"" and ends with ""버"":** The query filters synopses further to include only those that start with ""대학"" and end with ""버"".
3. **Actor ""최민식"" is present in the movie:** The query ensures that the movie also features the actor ""최민식"".
4. **Actors who have acted in these movies:** Finally, the query retrieves the actors who have acted in these movies.",False,True,False,False
"List all movies that have synopses containing the word ""시간강사"" and feature the actor ""최민식"" and have a synopsis starting with ""대학"" and ending with ""버"" and have a synopsis containing the word ""추천"".",neo4j,"<explanation>
This query will first find all movies that have a synopsis containing the word ""시간강사"". Then, it will filter those movies to only include those that have a synopsis starting with ""대학"" and ending with ""버"". Next, it will filter those movies to only include those that have a synopsis containing the word ""추천"". Finally, it will filter those movies to only include those that feature the actor ""최민식"". 
</explanation>
```cypher
MATCH (m:Movie)-[:HAS_SYNOPSIS]->(s:Synopsis)
WHERE s.text CONTAINS ""시간강사"" AND s.text STARTS WITH ""대학"" AND s.text ENDS WITH ""버"" AND s.text CONTAINS ""추천""
WITH m
MATCH (m)-[:ACTED_BY]->(a:Actor)
WHERE a.name CONTAINS ""최민식""
RETURN m.title
```",Multi-step Queries,"MATCH (m:Movie)-[:HAS_SYNOPSIS]->(s:Synopsis)
WHERE s.text CONTAINS ""시간강사"" AND s.text STARTS WITH ""대학"" AND s.text ENDS WITH ""버"" AND s.text CONTAINS ""추천""
WITH m
MATCH (m)-[:ACTED_BY]->(a:Actor)
WHERE a.name CONTAINS ""최민식""
RETURN m.title","This query will first find all movies that have a synopsis containing the word ""시간강사"". Then, it will filter those movies to only include those that have a synopsis starting with ""대학"" and ending with ""버"". Next, it will filter those movies to only include those that have a synopsis containing the word ""추천"". Finally, it will filter those movies to only include those that feature the actor ""최민식"".",False,False,False,False
"What are the titles of movies directed by ""봉준호"" and have a synopsis containing the phrase ""돈 잘 버"" and feature the actor ""최민식"" and have a synopsis starting with ""대학"" and ending with ""버"" and have a synopsis containing the word ""추천""?",neo4j,"<explanation>
This Cypher query will first find all movies directed by ""봉준호"". Then, it will filter these movies based on the following criteria:
1. The movie has a synopsis that contains the phrase ""돈 잘 버"".
2. The movie has an actor named ""최민식"".
3. The movie has a synopsis that starts with ""대학"" and ends with ""버"".
4. The movie has a synopsis that contains the word ""추천"".
Finally, the query will return the titles of the movies that satisfy all these conditions.
</explanation>
```cypher
MATCH (m:Movie)<-[:DIRECTED_BY]-(d:Director {name: ""봉준호""})
WHERE m.title IN (
  MATCH (m:Movie)<-[:DIRECTED_BY]-(d:Director {name: ""봉준호""})-[:HAS_SYNOPSIS]->(s:Synopsis)
  WHERE s.text CONTAINS '돈 잘 버'
    AND m.title IN (
      MATCH (m:Movie)<-[:ACTED_BY]-(a:Actor {name: ""최민식""})
      RETURN m.title
    )
    AND s.text STARTS WITH '대학'
    AND s.text ENDS WITH '버'
    AND s.text CONTAINS '추천'
  RETURN m.title
)
RETURN m.title
```",Multi-step Queries,"MATCH (m:Movie)<-[:DIRECTED_BY]-(d:Director {name: ""봉준호""})
WHERE m.title IN (
  MATCH (m:Movie)<-[:DIRECTED_BY]-(d:Director {name: ""봉준호""})-[:HAS_SYNOPSIS]->(s:Synopsis)
  WHERE s.text CONTAINS '돈 잘 버'
    AND m.title IN (
      MATCH (m:Movie)<-[:ACTED_BY]-(a:Actor {name: ""최민식""})
      RETURN m.title
    )
    AND s.text STARTS WITH '대학'
    AND s.text ENDS WITH '버'
    AND s.text CONTAINS '추천'
  RETURN m.title
)
RETURN m.title","This Cypher query will first find all movies directed by ""봉준호"". Then, it will filter these movies based on the following criteria:
1. The movie has a synopsis that contains the phrase ""돈 잘 버"".
2. The movie has an actor named ""최민식"".
3. The movie has a synopsis that starts with ""대학"" and ends with ""버"".
4. The movie has a synopsis that contains the word ""추천"".
Finally, the query will return the titles of the movies that satisfy all these conditions.",False,True,False,False
"Find the actors who have acted in movies directed by ""송해성"" and have a synopsis containing the phrase ""돈 잘 버"" and feature the actor ""최민식"" and have a synopsis starting with ""대학"" and ending with ""버"" and have a synopsis containing the word ""추천"".",neo4j,"<explanation>
This query first identifies movies directed by ""송해성"". Then, it filters these movies for those having a synopsis containing ""돈 잘 버"" and featuring the actor ""최민식"". Additionally, the query finds movies with a synopsis starting with ""대학"" and ending with ""버"" and containing the word ""추천"". Finally, it returns the actors who have acted in any of these movies.
</explanation>
```cypher
MATCH (m:Movie)<-[:DIRECTED_BY]-(d:Director {name: ""송해성""})
WITH m
MATCH (m)-[:HAS_SYNOPSIS]->(s:Synopsis)
WHERE s.text CONTAINS ""돈 잘 버""
AND m<-[:ACTED_BY]-(a:Actor {name: ""최민식""})
AND s.text STARTS WITH ""대학"" AND s.text ENDS WITH ""버""
AND s.text CONTAINS ""추천""
RETURN DISTINCT a.name
```",Multi-step Queries,"MATCH (m:Movie)<-[:DIRECTED_BY]-(d:Director {name: ""송해성""})
WITH m
MATCH (m)-[:HAS_SYNOPSIS]->(s:Synopsis)
WHERE s.text CONTAINS ""돈 잘 버""
AND m<-[:ACTED_BY]-(a:Actor {name: ""최민식""})
AND s.text STARTS WITH ""대학"" AND s.text ENDS WITH ""버""
AND s.text CONTAINS ""추천""
RETURN DISTINCT a.name","This query first identifies movies directed by ""송해성"". Then, it filters these movies for those having a synopsis containing ""돈 잘 버"" and featuring the actor ""최민식"". Additionally, the query finds movies with a synopsis starting with ""대학"" and ending with ""버"" and containing the word ""추천"". Finally, it returns the actors who have acted in any of these movies.",False,True,False,False
"List all movies that have synopses containing the word ""시간강사"" and feature the actor ""최민식"" and have a synopsis starting with ""대학"" and ending with ""버"" and have a synopsis containing the word ""추천"" and have a synopsis containing the phrase ""교수직 추천"".",neo4j,"<explanation>
This Cypher query will first find all movies that have a synopsis containing the word ""시간강사"". Then, it will filter those movies to only include those that feature the actor ""최민식"". Next, it will further filter the movies to include only those that have a synopsis starting with ""대학"" and ending with ""버"". Finally, it will filter again to include only those movies that have a synopsis containing the word ""추천"" and the phrase ""교수직 추천"". The query will return the titles of these movies.
</explanation>
```cypher
MATCH (m:Movie)<-[:ACTED_BY]-(a:Actor)
WHERE a.name CONTAINS '최민식'
AND m.title IN [m2.title IN (m2:Movie)-[:HAS_SYNOPSIS]->(s:Synopsis) WHERE s.text CONTAINS '시간강사' AND s.text STARTS WITH '대학' AND s.text ENDS WITH '버' AND s.text CONTAINS '추천' AND s.text CONTAINS '교수직 추천']
RETURN DISTINCT m.title
```",Multi-step Queries,"MATCH (m:Movie)<-[:ACTED_BY]-(a:Actor)
WHERE a.name CONTAINS '최민식'
AND m.title IN [m2.title IN (m2:Movie)-[:HAS_SYNOPSIS]->(s:Synopsis) WHERE s.text CONTAINS '시간강사' AND s.text STARTS WITH '대학' AND s.text ENDS WITH '버' AND s.text CONTAINS '추천' AND s.text CONTAINS '교수직 추천']
RETURN DISTINCT m.title","This Cypher query will first find all movies that have a synopsis containing the word ""시간강사"". Then, it will filter those movies to only include those that feature the actor ""최민식"". Next, it will further filter the movies to include only those that have a synopsis starting with ""대학"" and ending with ""버"". Finally, it will filter again to include only those movies that have a synopsis containing the word ""추천"" and the phrase ""교수직 추천"". The query will return the titles of these movies.",False,True,False,False
"What are the titles of movies directed by ""봉준호"" and have a synopsis containing the phrase ""돈 잘 버"" and feature the actor ""최민식"" and have a synopsis starting with ""대학"" and ending with ""버"" and have a synopsis containing the word ""추천"" and have a synopsis containing the phrase ""교수직 추천""?",neo4j,"<explanation>
This query finds movies directed by ""봉준호"" that satisfy all the given criteria:

1. **MATCH**: We start by matching movies directed by ""봉준호"".
2. **WHERE**:  We apply multiple WHERE clauses to filter movies based on the specified conditions:
    - **Synopsis contains ""돈 잘 버""**: We check if any synopsis of the movie contains the phrase ""돈 잘 버"".
    - **Actor ""최민식""**: We check if the movie has an actor named ""최민식"".
    - **Synopsis starts with ""대학"" and ends with ""버""**: We check if any synopsis of the movie starts with ""대학"" and ends with ""버"".
    - **Synopsis contains ""추천""**: We check if any synopsis of the movie contains the word ""추천"".
    - **Synopsis contains ""교수직 추천""**: We check if any synopsis of the movie contains the phrase ""교수직 추천"".
3. **RETURN**: Finally, we return the titles of the movies that satisfy all the criteria.
</explanation>
```cypher
MATCH (m:Movie)<-[:DIRECTED_BY]-(d:Director {name: ""봉준호""})
WHERE EXISTS( (m)-[:HAS_SYNOPSIS]->(s:Synopsis) WHERE s.text CONTAINS ""돈 잘 버"" )
AND EXISTS( (m)-[:ACTED_BY]->(a:Actor {name: ""최민식""}) )
AND EXISTS( (m)-[:HAS_SYNOPSIS]->(s:Synopsis) WHERE s.text STARTS WITH ""대학"" AND s.text ENDS WITH ""버"" )
AND EXISTS( (m)-[:HAS_SYNOPSIS]->(s:Synopsis) WHERE s.text CONTAINS ""추천"" )
AND EXISTS( (m)-[:HAS_SYNOPSIS]->(s:Synopsis) WHERE s.text CONTAINS ""교수직 추천"" )
RETURN m.title
```",Multi-step Queries,"MATCH (m:Movie)<-[:DIRECTED_BY]-(d:Director {name: ""봉준호""})
WHERE EXISTS( (m)-[:HAS_SYNOPSIS]->(s:Synopsis) WHERE s.text CONTAINS ""돈 잘 버"" )
AND EXISTS( (m)-[:ACTED_BY]->(a:Actor {name: ""최민식""}) )
AND EXISTS( (m)-[:HAS_SYNOPSIS]->(s:Synopsis) WHERE s.text STARTS WITH ""대학"" AND s.text ENDS WITH ""버"" )
AND EXISTS( (m)-[:HAS_SYNOPSIS]->(s:Synopsis) WHERE s.text CONTAINS ""추천"" )
AND EXISTS( (m)-[:HAS_SYNOPSIS]->(s:Synopsis) WHERE s.text CONTAINS ""교수직 추천"" )
RETURN m.title","This query finds movies directed by ""봉준호"" that satisfy all the given criteria:

1. **MATCH**: We start by matching movies directed by ""봉준호"".
2. **WHERE**:  We apply multiple WHERE clauses to filter movies based on the specified conditions:
    - **Synopsis contains ""돈 잘 버""**: We check if any synopsis of the movie contains the phrase ""돈 잘 버"".
    - **Actor ""최민식""**: We check if the movie has an actor named ""최민식"".
    - **Synopsis starts with ""대학"" and ends with ""버""**: We check if any synopsis of the movie starts with ""대학"" and ends with ""버"".
    - **Synopsis contains ""추천""**: We check if any synopsis of the movie contains the word ""추천"".
    - **Synopsis contains ""교수직 추천""**: We check if any synopsis of the movie contains the phrase ""교수직 추천"".
3. **RETURN**: Finally, we return the titles of the movies that satisfy all the criteria.",False,True,False,False
"Find the actors who have acted in movies directed by ""송해성"" and have a synopsis containing the phrase ""돈 잘 버"" and feature the actor ""최민식"" and have a synopsis starting with ""대학"" and ending with ""버"" and have a synopsis containing the word ""추천"" and have a synopsis containing the phrase ""교수직 추천"".",neo4j,"<explanation>
This Cypher query will first find all movies directed by ""송해성"". Then, it will filter these movies to include only those that meet the following criteria:
1. Have a synopsis containing the phrase ""돈 잘 버"".
2. Have a synopsis starting with ""대학"" and ending with ""버"".
3. Have a synopsis containing the word ""추천"".
4. Have a synopsis containing the phrase ""교수직 추천"".
5. Feature the actor ""최민식"".

Finally, the query will return the names of the actors who acted in these movies.
</explanation>
```cypher
MATCH (d:Director {name: ""송해성""})<-[:DIRECTED_BY]-(m:Movie)-[:HAS_SYNOPSIS]->(s:Synopsis)
WHERE s.text CONTAINS ""돈 잘 버"" AND s.text STARTS WITH ""대학"" AND s.text ENDS WITH ""버"" AND s.text CONTAINS ""추천"" AND s.text CONTAINS ""교수직 추천""
WITH m, s
MATCH (m)<-[:ACTED_BY]-(a:Actor)
WHERE a.name = ""최민식""
RETURN DISTINCT a.name
```",Multi-step Queries,"MATCH (d:Director {name: ""송해성""})<-[:DIRECTED_BY]-(m:Movie)-[:HAS_SYNOPSIS]->(s:Synopsis)
WHERE s.text CONTAINS ""돈 잘 버"" AND s.text STARTS WITH ""대학"" AND s.text ENDS WITH ""버"" AND s.text CONTAINS ""추천"" AND s.text CONTAINS ""교수직 추천""
WITH m, s
MATCH (m)<-[:ACTED_BY]-(a:Actor)
WHERE a.name = ""최민식""
RETURN DISTINCT a.name","This Cypher query will first find all movies directed by ""송해성"". Then, it will filter these movies to include only those that meet the following criteria:
1. Have a synopsis containing the phrase ""돈 잘 버"".
2. Have a synopsis starting with ""대학"" and ending with ""버"".
3. Have a synopsis containing the word ""추천"".
4. Have a synopsis containing the phrase ""교수직 추천"".
5. Feature the actor ""최민식"".

Finally, the query will return the names of the actors who acted in these movies.",False,False,False,False
"Which movies have synopses that contain the word ""시간강사"", feature the actor ""최민식"", have a synopsis starting with ""대학"", end with ""버"", contain the word ""추천"", contain the phrase ""교수직 추천"", and were directed by ""봉준호""?",neo4j,"<explanation>
This query first matches all movies that are directed by ""봉준호"". Then, it filters these movies by checking if they have a synopsis that starts with ""대학"" and ends with ""버"". Additionally, it checks if the synopsis contains the words ""시간강사"", ""추천"", and the phrase ""교수직 추천"". Finally, it returns the titles of the movies that satisfy all these conditions.
</explanation>
```cypher
MATCH (m:Movie)<-[:DIRECTED_BY]-(d:Director {name: ""봉준호""})
WHERE m.title IN [m.title IN (
    MATCH (m:Movie)-[:HAS_SYNOPSIS]->(s:Synopsis)
    WHERE s.text STARTS WITH ""대학"" AND s.text ENDS WITH ""버"" AND s.text CONTAINS ""시간강사"" AND s.text CONTAINS ""추천"" AND s.text CONTAINS ""교수직 추천""
    RETURN m.title
)]
RETURN m.title
```",Multi-step Queries,"MATCH (m:Movie)<-[:DIRECTED_BY]-(d:Director {name: ""봉준호""})
WHERE m.title IN [m.title IN (
    MATCH (m:Movie)-[:HAS_SYNOPSIS]->(s:Synopsis)
    WHERE s.text STARTS WITH ""대학"" AND s.text ENDS WITH ""버"" AND s.text CONTAINS ""시간강사"" AND s.text CONTAINS ""추천"" AND s.text CONTAINS ""교수직 추천""
    RETURN m.title
)]
RETURN m.title","This query first matches all movies that are directed by ""봉준호"". Then, it filters these movies by checking if they have a synopsis that starts with ""대학"" and ends with ""버"". Additionally, it checks if the synopsis contains the words ""시간강사"", ""추천"", and the phrase ""교수직 추천"". Finally, it returns the titles of the movies that satisfy all these conditions.",False,True,False,False
"Which movies have synopses that contain the word ""시간강사"", feature the actor ""최민식"", have a synopsis starting with ""대학"", end with ""버"", contain the word ""추천"", contain the phrase ""교수직 추천"", and were directed by ""송해성""?",neo4j,"<explanation>
This Cypher query will first find all movies that have synopses that contain the word ""시간강사"" by matching Movie nodes to Synopsis nodes through the HAS_SYNOPSIS relationship, then filtering for Synopses where the text property contains the word ""시간강사"". Next, it will filter these movies by checking if they were acted in by ""최민식"" through the ACTED_BY relationship. Then, the query will filter further by checking if the synopsis starts with ""대학"" and ends with ""버"". Finally, the query will filter the movies by checking if the synopsis contains ""추천"" and ""교수직 추천"" and if they were directed by ""송해성"". The query will return the title of the movies that meet all these criteria.
</explanation>

```cypher
MATCH (m:Movie)-[:HAS_SYNOPSIS]->(s:Synopsis)
WHERE s.text CONTAINS '시간강사'
AND m.title IN (
  MATCH (m:Movie)-[:ACTED_BY]->(a:Actor)
  WHERE a.name = '최민식'
  AND m.title IN (
    MATCH (m:Movie)-[:HAS_SYNOPSIS]->(s:Synopsis)
    WHERE s.text STARTS WITH '대학' AND s.text ENDS WITH '버' AND s.text CONTAINS '추천' AND s.text CONTAINS '교수직 추천'
    AND m.title IN (
      MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)
      WHERE d.name = '송해성'
      RETURN m.title
    )
    RETURN m.title
  )
  RETURN m.title
)
RETURN m.title
```",Multi-step Queries,"MATCH (m:Movie)-[:HAS_SYNOPSIS]->(s:Synopsis)
WHERE s.text CONTAINS '시간강사'
AND m.title IN (
  MATCH (m:Movie)-[:ACTED_BY]->(a:Actor)
  WHERE a.name = '최민식'
  AND m.title IN (
    MATCH (m:Movie)-[:HAS_SYNOPSIS]->(s:Synopsis)
    WHERE s.text STARTS WITH '대학' AND s.text ENDS WITH '버' AND s.text CONTAINS '추천' AND s.text CONTAINS '교수직 추천'
    AND m.title IN (
      MATCH (m:Movie)-[:DIRECTED_BY]->(d:Director)
      WHERE d.name = '송해성'
      RETURN m.title
    )
    RETURN m.title
  )
  RETURN m.title
)
RETURN m.title","This Cypher query will first find all movies that have synopses that contain the word ""시간강사"" by matching Movie nodes to Synopsis nodes through the HAS_SYNOPSIS relationship, then filtering for Synopses where the text property contains the word ""시간강사"". Next, it will filter these movies by checking if they were acted in by ""최민식"" through the ACTED_BY relationship. Then, the query will filter further by checking if the synopsis starts with ""대학"" and ends with ""버"". Finally, the query will filter the movies by checking if the synopsis contains ""추천"" and ""교수직 추천"" and if they were directed by ""송해성"". The query will return the title of the movies that meet all these criteria.",False,True,False,False
"Which movies have synopses that contain the word ""시간강사"", feature the actor ""최민식"", have a synopsis starting with ""대학"", end with ""버"", contain the word ""추천"", contain the phrase ""교수직 추천"", and were directed by directors who have also directed ""플란다스의 개""?",neo4j,"<explanation>
This query retrieves movies that meet all the specified criteria. 

1. **MATCH**: We start by matching all movies with their synopses, directors, and actors.
2. **WHERE**: We apply several filtering conditions:
   - The synopsis `text` contains the word ""시간강사"".
   - The movie has an actor with the name ""최민식"".
   - The synopsis `text` starts with ""대학"" and ends with ""버"".
   - The synopsis `text` contains the word ""추천"".
   - The synopsis `text` contains the phrase ""교수직 추천"".
   - The movie was directed by a director who has also directed ""플란다스의 개"".
3. **RETURN**: We return the `title` of the movies that satisfy all the conditions.
</explanation>

```cypher
MATCH (m:Movie)-[:HAS_SYNOPSIS]->(s:Synopsis)
WITH m, s
MATCH (m)-[:DIRECTED_BY]->(d:Director)
WITH m, s, d
MATCH (m)-[:ACTED_BY]->(a:Actor)
WHERE s.text CONTAINS '시간강사' AND a.name CONTAINS '최민식' AND s.text STARTS WITH '대학' AND s.text ENDS WITH '버' AND s.text CONTAINS '추천' AND s.text CONTAINS '교수직 추천' AND d.name IN (
    MATCH (d1:Director)-[:DIRECTED_BY]->(m1:Movie)
    WHERE m1.title = '플란다스의 개'
    RETURN d1.name
)
RETURN m.title
```",Multi-step Queries,"MATCH (m:Movie)-[:HAS_SYNOPSIS]->(s:Synopsis)
WITH m, s
MATCH (m)-[:DIRECTED_BY]->(d:Director)
WITH m, s, d
MATCH (m)-[:ACTED_BY]->(a:Actor)
WHERE s.text CONTAINS '시간강사' AND a.name CONTAINS '최민식' AND s.text STARTS WITH '대학' AND s.text ENDS WITH '버' AND s.text CONTAINS '추천' AND s.text CONTAINS '교수직 추천' AND d.name IN (
    MATCH (d1:Director)-[:DIRECTED_BY]->(m1:Movie)
    WHERE m1.title = '플란다스의 개'
    RETURN d1.name
)
RETURN m.title","This query retrieves movies that meet all the specified criteria. 

1. **MATCH**: We start by matching all movies with their synopses, directors, and actors.
2. **WHERE**: We apply several filtering conditions:
   - The synopsis `text` contains the word ""시간강사"".
   - The movie has an actor with the name ""최민식"".
   - The synopsis `text` starts with ""대학"" and ends with ""버"".
   - The synopsis `text` contains the word ""추천"".
   - The synopsis `text` contains the phrase ""교수직 추천"".
   - The movie was directed by a director who has also directed ""플란다스의 개"".
3. **RETURN**: We return the `title` of the movies that satisfy all the conditions.",False,True,False,False
"Which movies have synopses that contain the word ""시간강사"", feature the actor ""최민식"", have a synopsis starting with ""대학"", end with ""버"", contain the word ""추천"", contain the phrase ""교수직 추천"", and were directed by directors who have also directed movies featuring ""최민식""?",neo4j,"<explanation>
This query retrieves movies that meet all the specified criteria:

1. **Starts with ""대학"":** We filter synopses that start with ""대학"" using the `STARTS WITH` function.
2. **Ends with ""버"":** We filter synopses that end with ""버"" using the `ENDS WITH` function.
3. **Contains ""시간강사"":** We filter synopses that contain ""시간강사"" using the `CONTAINS` function.
4. **Contains ""추천"":** We filter synopses that contain ""추천"" using the `CONTAINS` function.
5. **Contains ""교수직 추천"":** We filter synopses that contain ""교수직 추천"" using the `CONTAINS` function.
6. **Features ""최민식"":** We filter movies that have an ACTED_BY relationship with an actor named ""최민식"".
7. **Directed by directors who have directed movies featuring ""최민식"":** We use a nested MATCH clause to find directors who have directed movies featuring ""최민식"".
8. **Return the movie titles:** Finally, we return the titles of the movies that satisfy all the criteria.
</explanation>

```cypher
MATCH (m:Movie)<-[:ACTED_BY]-(a:Actor {name: ""최민식""})
WITH m
MATCH (m)-[:HAS_SYNOPSIS]->(s:Synopsis)
WHERE STARTS WITH(s.text, ""대학"") AND ENDS WITH(s.text, ""버"") AND s.text CONTAINS ""시간강사"" AND s.text CONTAINS ""추천"" AND s.text CONTAINS ""교수직 추천""
WITH m
MATCH (m)-[:DIRECTED_BY]->(d:Director)
WITH m, d
MATCH (d)-[:DIRECTED_BY]->(m2:Movie)<-[:ACTED_BY]-(a2:Actor {name: ""최민식""})
RETURN m.title
```",Multi-step Queries,"MATCH (m:Movie)<-[:ACTED_BY]-(a:Actor {name: ""최민식""})
WITH m
MATCH (m)-[:HAS_SYNOPSIS]->(s:Synopsis)
WHERE STARTS WITH(s.text, ""대학"") AND ENDS WITH(s.text, ""버"") AND s.text CONTAINS ""시간강사"" AND s.text CONTAINS ""추천"" AND s.text CONTAINS ""교수직 추천""
WITH m
MATCH (m)-[:DIRECTED_BY]->(d:Director)
WITH m, d
MATCH (d)-[:DIRECTED_BY]->(m2:Movie)<-[:ACTED_BY]-(a2:Actor {name: ""최민식""})
RETURN m.title","This query retrieves movies that meet all the specified criteria:

1. **Starts with ""대학"":** We filter synopses that start with ""대학"" using the `STARTS WITH` function.
2. **Ends with ""버"":** We filter synopses that end with ""버"" using the `ENDS WITH` function.
3. **Contains ""시간강사"":** We filter synopses that contain ""시간강사"" using the `CONTAINS` function.
4. **Contains ""추천"":** We filter synopses that contain ""추천"" using the `CONTAINS` function.
5. **Contains ""교수직 추천"":** We filter synopses that contain ""교수직 추천"" using the `CONTAINS` function.
6. **Features ""최민식"":** We filter movies that have an ACTED_BY relationship with an actor named ""최민식"".
7. **Directed by directors who have directed movies featuring ""최민식"":** We use a nested MATCH clause to find directors who have directed movies featuring ""최민식"".
8. **Return the movie titles:** Finally, we return the titles of the movies that satisfy all the criteria.",False,True,False,False
